POLICY,,DURATION,,,,AGE GROUP,,PRICING,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,
Travel Insuranz,Classic,147,Days,147,Days,56,60,189.94,351.40,379.88,261.19,483.22,522.38,281.19,520.22,562.38,326.19,603.48,652.38
Travel Insuranz,Classic,148,Days,148,Days,56,60,189.94,351.40,379.88,261.19,483.22,522.38,281.19,520.22,562.38,326.19,603.48,652.38
Travel Insuranz,Classic,149,Days,149,Days,56,60,194.94,360.65,389.88,268.69,497.10,537.38,289.94,536.41,579.88,336.19,621.98,672.38
Travel Insuranz,Classic,150,Days,150,Days,56,60,194.94,360.65,389.88,268.69,497.10,537.38,289.94,536.41,579.88,336.19,621.98,672.38
Travel Insuranz,Classic,151,Days,151,Days,56,60,194.94,360.65,389.88,268.69,497.10,537.38,289.94,536.41,579.88,336.19,621.98,672.38
Travel Insuranz,Classic,152,Days,152,Days,56,60,194.94,360.65,389.88,268.69,497.10,537.38,289.94,536.41,579.88,336.19,621.98,672.38
Travel Insuranz,Classic,153,Days,153,Days,56,60,194.94,360.65,389.88,268.69,497.10,537.38,289.94,536.41,579.88,336.19,621.98,672.38
Travel Insuranz,Classic,154,Days,154,Days,56,60,194.94,360.65,389.88,268.69,497.10,537.38,289.94,536.41,579.88,336.19,621.98,672.38
Travel Insuranz,Classic,155,Days,155,Days,56,60,194.94,360.65,389.88,268.69,497.10,537.38,289.94,536.41,579.88,336.19,621.98,672.38
Travel Insuranz,Classic,156,Days,156,Days,56,60,201.19,372.22,402.38,277.44,513.29,554.88,298.69,552.60,597.38,347.44,642.79,694.88
Travel Insuranz,Classic,157,Days,157,Days,56,60,201.19,372.22,402.38,277.44,513.29,554.88,298.69,552.60,597.38,347.44,642.79,694.88
Travel Insuranz,Classic,158,Days,158,Days,56,60,201.19,372.22,402.38,277.44,513.29,554.88,298.69,552.60,597.38,347.44,642.79,694.88
Travel Insuranz,Classic,159,Days,159,Days,56,60,201.19,372.22,402.38,277.44,513.29,554.88,298.69,552.60,597.38,347.44,642.79,694.88
Travel Insuranz,Classic,160,Days,160,Days,56,60,201.19,372.22,402.38,277.44,513.29,554.88,298.69,552.60,597.38,347.44,642.79,694.88
Travel Insuranz,Classic,161,Days,161,Days,56,60,201.19,372.22,402.38,277.44,513.29,554.88,298.69,552.60,597.38,347.44,642.79,694.88
Travel Insuranz,Classic,162,Days,162,Days,56,60,201.19,372.22,402.38,277.44,513.29,554.88,298.69,552.60,597.38,347.44,642.79,694.88
Travel Insuranz,Classic,163,Days,163,Days,56,60,207.44,383.78,414.88,284.94,527.16,569.88,307.44,568.79,614.88,357.44,661.30,714.88
Travel Insuranz,Classic,164,Days,164,Days,56,60,207.44,383.78,414.88,284.94,527.16,569.88,307.44,568.79,614.88,357.44,661.30,714.88
Travel Insuranz,Classic,165,Days,165,Days,56,60,207.44,383.78,414.88,284.94,527.16,569.88,307.44,568.79,614.88,357.44,661.30,714.88
Travel Insuranz,Classic,166,Days,166,Days,56,60,207.44,383.78,414.88,284.94,527.16,569.88,307.44,568.79,614.88,357.44,661.30,714.88
Travel Insuranz,Classic,167,Days,167,Days,56,60,207.44,383.78,414.88,284.94,527.16,569.88,307.44,568.79,614.88,357.44,661.30,714.88
Travel Insuranz,Classic,168,Days,168,Days,56,60,207.44,383.78,414.88,284.94,527.16,569.88,307.44,568.79,614.88,357.44,661.30,714.88
Travel Insuranz,Classic,169,Days,169,Days,56,60,207.44,383.78,414.88,284.94,527.16,569.88,307.44,568.79,614.88,357.44,661.30,714.88
Travel Insuranz,Classic,170,Days,170,Days,56,60,213.69,395.34,427.38,292.44,541.04,584.88,316.19,584.98,632.38,367.44,679.80,734.88
Travel Insuranz,Classic,171,Days,171,Days,56,60,213.69,395.34,427.38,292.44,541.04,584.88,316.19,584.98,632.38,367.44,679.80,734.88
Travel Insuranz,Classic,172,Days,172,Days,56,60,213.69,395.34,427.38,292.44,541.04,584.88,316.19,584.98,632.38,367.44,679.80,734.88
Travel Insuranz,Classic,173,Days,173,Days,56,60,213.69,395.34,427.38,292.44,541.04,584.88,316.19,584.98,632.38,367.44,679.80,734.88
Travel Insuranz,Classic,174,Days,174,Days,56,60,213.69,395.34,427.38,292.44,541.04,584.88,316.19,584.98,632.38,367.44,679.80,734.88
Travel Insuranz,Classic,175,Days,175,Days,56,60,213.69,395.34,427.38,292.44,541.04,584.88,316.19,584.98,632.38,367.44,679.80,734.88
Travel Insuranz,Classic,176,Days,176,Days,56,60,213.69,395.34,427.38,292.44,541.04,584.88,316.19,584.98,632.38,367.44,679.80,734.88
Travel Insuranz,Classic,177,Days,177,Days,56,60,219.94,406.91,439.88,301.19,557.23,602.38,324.94,601.17,649.88,378.69,700.61,757.38
Travel Insuranz,Classic,178,Days,178,Days,56,60,219.94,406.91,439.88,301.19,557.23,602.38,324.94,601.17,649.88,378.69,700.61,757.38
Travel Insuranz,Classic,179,Days,179,Days,56,60,219.94,406.91,439.88,301.19,557.23,602.38,324.94,601.17,649.88,378.69,700.61,757.38
Travel Insuranz,Classic,180,Days,180,Days,56,60,219.94,406.91,439.88,301.19,557.23,602.38,324.94,601.17,649.88,378.69,700.61,757.38
Travel Insuranz,Classic,181,Days,181,Days,56,60,219.94,406.91,439.88,301.19,557.23,602.38,324.94,601.17,649.88,378.69,700.61,757.38
Travel Insuranz,Classic,182,Days,182,Days,56,60,219.94,406.91,439.88,301.19,557.23,602.38,324.94,601.17,649.88,378.69,700.61,757.38
Travel Insuranz,Classic,183,Days,183,Days,56,60,219.94,406.91,439.88,301.19,557.23,602.38,324.94,601.17,649.88,378.69,700.61,757.38
Travel Insuranz,Classic,184,Days,184,Days,56,60,226.19,418.47,452.38,309.94,573.42,619.88,334.94,619.67,669.88,388.69,719.11,777.38
Travel Insuranz,Classic,185,Days,185,Days,56,60,226.19,418.47,452.38,309.94,573.42,619.88,334.94,619.67,669.88,388.69,719.11,777.38
Travel Insuranz,Classic,186,Days,186,Days,56,60,226.19,418.47,452.38,309.94,573.42,619.88,334.94,619.67,669.88,388.69,719.11,777.38
Travel Insuranz,Classic,187,Days,187,Days,56,60,226.19,418.47,452.38,309.94,573.42,619.88,334.94,619.67,669.88,388.69,719.11,777.38
Travel Insuranz,Classic,188,Days,188,Days,56,60,226.19,418.47,452.38,309.94,573.42,619.88,334.94,619.67,669.88,388.69,719.11,777.38
Travel Insuranz,Classic,189,Days,189,Days,56,60,226.19,418.47,452.38,309.94,573.42,619.88,334.94,619.67,669.88,388.69,719.11,777.38
Travel Insuranz,Classic,190,Days,190,Days,56,60,226.19,418.47,452.38,309.94,573.42,619.88,334.94,619.67,669.88,388.69,719.11,777.38
Travel Insuranz,Classic,191,Days,191,Days,56,60,232.44,430.03,464.88,318.69,589.60,637.38,343.69,635.86,687.38,398.69,737.61,797.38
Travel Insuranz,Classic,192,Days,192,Days,56,60,232.44,430.03,464.88,318.69,589.60,637.38,343.69,635.86,687.38,398.69,737.61,797.38
Travel Insuranz,Classic,193,Days,193,Days,56,60,232.44,430.03,464.88,318.69,589.60,637.38,343.69,635.86,687.38,398.69,737.61,797.38
Travel Insuranz,Classic,194,Days,194,Days,56,60,232.44,430.03,464.88,318.69,589.60,637.38,343.69,635.86,687.38,398.69,737.61,797.38
Travel Insuranz,Classic,195,Days,195,Days,56,60,232.44,430.03,464.88,318.69,589.60,637.38,343.69,635.86,687.38,398.69,737.61,797.38
Travel Insuranz,Classic,196,Days,196,Days,56,60,232.44,430.03,464.88,318.69,589.60,637.38,343.69,635.86,687.38,398.69,737.61,797.38
Travel Insuranz,Classic,197,Days,197,Days,56,60,232.44,430.03,464.88,318.69,589.60,637.38,343.69,635.86,687.38,398.69,737.61,797.38
Travel Insuranz,Classic,198,Days,198,Days,56,60,238.69,441.60,477.38,326.19,603.48,652.38,352.44,652.04,704.88,408.69,756.11,817.38
Travel Insuranz,Classic,199,Days,199,Days,56,60,238.69,441.60,477.38,326.19,603.48,652.38,352.44,652.04,704.88,408.69,756.11,817.38
Travel Insuranz,Classic,200,Days,200,Days,56,60,238.69,441.60,477.38,326.19,603.48,652.38,352.44,652.04,704.88,408.69,756.11,817.38
Travel Insuranz,Classic,201,Days,201,Days,56,60,238.69,441.60,477.38,326.19,603.48,652.38,352.44,652.04,704.88,408.69,756.11,817.38
Travel Insuranz,Classic,202,Days,202,Days,56,60,238.69,441.60,477.38,326.19,603.48,652.38,352.44,652.04,704.88,408.69,756.11,817.38
Travel Insuranz,Classic,203,Days,203,Days,56,60,238.69,441.60,477.38,326.19,603.48,652.38,352.44,652.04,704.88,408.69,756.11,817.38
Travel Insuranz,Classic,204,Days,204,Days,56,60,238.69,441.60,477.38,326.19,603.48,652.38,352.44,652.04,704.88,408.69,756.11,817.38
Travel Insuranz,Classic,205,Days,205,Days,56,60,244.94,453.16,489.88,334.94,619.67,669.88,361.19,668.23,722.38,419.94,776.93,839.88
Travel Insuranz,Classic,206,Days,206,Days,56,60,244.94,453.16,489.88,334.94,619.67,669.88,361.19,668.23,722.38,419.94,776.93,839.88
Travel Insuranz,Classic,207,Days,207,Days,56,60,244.94,453.16,489.88,334.94,619.67,669.88,361.19,668.23,722.38,419.94,776.93,839.88
Travel Insuranz,Classic,208,Days,208,Days,56,60,244.94,453.16,489.88,334.94,619.67,669.88,361.19,668.23,722.38,419.94,776.93,839.88
Travel Insuranz,Classic,209,Days,209,Days,56,60,244.94,453.16,489.88,334.94,619.67,669.88,361.19,668.23,722.38,419.94,776.93,839.88
Travel Insuranz,Classic,210,Days,210,Days,56,60,244.94,453.16,489.88,334.94,619.67,669.88,361.19,668.23,722.38,419.94,776.93,839.88
Travel Insuranz,Classic,211,Days,211,Days,56,60,244.94,453.16,489.88,334.94,619.67,669.88,361.19,668.23,722.38,419.94,776.93,839.88
Travel Insuranz,Classic,212,Days,212,Days,56,60,249.94,462.41,499.88,342.44,633.54,684.88,369.94,684.42,739.88,429.94,795.43,859.88
Travel Insuranz,Classic,213,Days,213,Days,56,60,249.94,462.41,499.88,342.44,633.54,684.88,369.94,684.42,739.88,429.94,795.43,859.88
Travel Insuranz,Classic,214,Days,214,Days,56,60,249.94,462.41,499.88,342.44,633.54,684.88,369.94,684.42,739.88,429.94,795.43,859.88
Travel Insuranz,Classic,215,Days,215,Days,56,60,249.94,462.41,499.88,342.44,633.54,684.88,369.94,684.42,739.88,429.94,795.43,859.88
Travel Insuranz,Classic,216,Days,216,Days,56,60,249.94,462.41,499.88,342.44,633.54,684.88,369.94,684.42,739.88,429.94,795.43,859.88
Travel Insuranz,Classic,217,Days,217,Days,56,60,249.94,462.41,499.88,342.44,633.54,684.88,369.94,684.42,739.88,429.94,795.43,859.88
Travel Insuranz,Classic,218,Days,218,Days,56,60,249.94,462.41,499.88,342.44,633.54,684.88,369.94,684.42,739.88,429.94,795.43,859.88
Travel Insuranz,Classic,219,Days,219,Days,56,60,256.19,473.97,512.38,352.44,652.04,704.88,379.94,702.92,759.88,439.94,813.93,879.88
Travel Insuranz,Classic,220,Days,220,Days,56,60,256.19,473.97,512.38,352.44,652.04,704.88,379.94,702.92,759.88,439.94,813.93,879.88
Travel Insuranz,Classic,221,Days,221,Days,56,60,256.19,473.97,512.38,352.44,652.04,704.88,379.94,702.92,759.88,439.94,813.93,879.88
Travel Insuranz,Classic,222,Days,222,Days,56,60,256.19,473.97,512.38,352.44,652.04,704.88,379.94,702.92,759.88,439.94,813.93,879.88
Travel Insuranz,Classic,223,Days,223,Days,56,60,256.19,473.97,512.38,352.44,652.04,704.88,379.94,702.92,759.88,439.94,813.93,879.88
Travel Insuranz,Classic,224,Days,224,Days,56,60,256.19,473.97,512.38,352.44,652.04,704.88,379.94,702.92,759.88,439.94,813.93,879.88
Travel Insuranz,Classic,225,Days,225,Days,56,60,256.19,473.97,512.38,352.44,652.04,704.88,379.94,702.92,759.88,439.94,813.93,879.88
Travel Insuranz,Classic,226,Days,226,Days,56,60,262.44,485.54,524.88,359.94,665.92,719.88,388.69,719.11,777.38,451.19,834.74,902.38
Travel Insuranz,Classic,227,Days,227,Days,56,60,262.44,485.54,524.88,359.94,665.92,719.88,388.69,719.11,777.38,451.19,834.74,902.38
Travel Insuranz,Classic,228,Days,228,Days,56,60,262.44,485.54,524.88,359.94,665.92,719.88,388.69,719.11,777.38,451.19,834.74,902.38
Travel Insuranz,Classic,229,Days,229,Days,56,60,262.44,485.54,524.88,359.94,665.92,719.88,388.69,719.11,777.38,451.19,834.74,902.38
Travel Insuranz,Classic,230,Days,230,Days,56,60,262.44,485.54,524.88,359.94,665.92,719.88,388.69,719.11,777.38,451.19,834.74,902.38
Travel Insuranz,Classic,231,Days,231,Days,56,60,262.44,485.54,524.88,359.94,665.92,719.88,388.69,719.11,777.38,451.19,834.74,902.38
Travel Insuranz,Classic,232,Days,232,Days,56,60,262.44,485.54,524.88,359.94,665.92,719.88,388.69,719.11,777.38,451.19,834.74,902.38
Travel Insuranz,Classic,233,Days,233,Days,56,60,268.69,497.10,537.38,368.69,682.11,737.38,397.44,735.30,794.88,461.19,853.24,922.38
Travel Insuranz,Classic,234,Days,234,Days,56,60,268.69,497.10,537.38,368.69,682.11,737.38,397.44,735.30,794.88,461.19,853.24,922.38
Travel Insuranz,Classic,235,Days,235,Days,56,60,268.69,497.10,537.38,368.69,682.11,737.38,397.44,735.30,794.88,461.19,853.24,922.38
Travel Insuranz,Classic,236,Days,236,Days,56,60,268.69,497.10,537.38,368.69,682.11,737.38,397.44,735.30,794.88,461.19,853.24,922.38
Travel Insuranz,Classic,237,Days,237,Days,56,60,268.69,497.10,537.38,368.69,682.11,737.38,397.44,735.30,794.88,461.19,853.24,922.38
Travel Insuranz,Classic,238,Days,238,Days,56,60,268.69,497.10,537.38,368.69,682.11,737.38,397.44,735.30,794.88,461.19,853.24,922.38
Travel Insuranz,Classic,239,Days,239,Days,56,60,268.69,497.10,537.38,368.69,682.11,737.38,397.44,735.30,794.88,461.19,853.24,922.38
Travel Insuranz,Classic,240,Days,240,Days,56,60,274.94,508.66,549.88,376.19,695.98,752.38,406.19,751.49,812.38,471.19,871.74,942.38
Travel Insuranz,Classic,241,Days,241,Days,56,60,274.94,508.66,549.88,376.19,695.98,752.38,406.19,751.49,812.38,471.19,871.74,942.38
Travel Insuranz,Classic,242,Days,242,Days,56,60,274.94,508.66,549.88,376.19,695.98,752.38,406.19,751.49,812.38,471.19,871.74,942.38
Travel Insuranz,Classic,243,Days,243,Days,56,60,274.94,508.66,549.88,376.19,695.98,752.38,406.19,751.49,812.38,471.19,871.74,942.38
Travel Insuranz,Classic,244,Days,244,Days,56,60,274.94,508.66,549.88,376.19,695.98,752.38,406.19,751.49,812.38,471.19,871.74,942.38
Travel Insuranz,Classic,245,Days,245,Days,56,60,274.94,508.66,549.88,376.19,695.98,752.38,406.19,751.49,812.38,471.19,871.74,942.38
Travel Insuranz,Classic,246,Days,246,Days,56,60,274.94,508.66,549.88,376.19,695.98,752.38,406.19,751.49,812.38,471.19,871.74,942.38
Travel Insuranz,Classic,247,Days,247,Days,56,60,281.19,520.22,562.38,384.94,712.17,769.88,414.94,767.68,829.88,482.44,892.56,964.88
Travel Insuranz,Classic,248,Days,248,Days,56,60,281.19,520.22,562.38,384.94,712.17,769.88,414.94,767.68,829.88,482.44,892.56,964.88
Travel Insuranz,Classic,249,Days,249,Days,56,60,281.19,520.22,562.38,384.94,712.17,769.88,414.94,767.68,829.88,482.44,892.56,964.88
Travel Insuranz,Classic,250,Days,250,Days,56,60,281.19,520.22,562.38,384.94,712.17,769.88,414.94,767.68,829.88,482.44,892.56,964.88
Travel Insuranz,Classic,251,Days,251,Days,56,60,281.19,520.22,562.38,384.94,712.17,769.88,414.94,767.68,829.88,482.44,892.56,964.88
Travel Insuranz,Classic,252,Days,252,Days,56,60,281.19,520.22,562.38,384.94,712.17,769.88,414.94,767.68,829.88,482.44,892.56,964.88
Travel Insuranz,Classic,253,Days,253,Days,56,60,281.19,520.22,562.38,384.94,712.17,769.88,414.94,767.68,829.88,482.44,892.56,964.88
Travel Insuranz,Classic,254,Days,254,Days,56,60,287.44,531.79,574.88,392.44,726.05,784.88,423.69,783.86,847.38,492.44,911.06,984.88
Travel Insuranz,Classic,255,Days,255,Days,56,60,287.44,531.79,574.88,392.44,726.05,784.88,423.69,783.86,847.38,492.44,911.06,984.88
Travel Insuranz,Classic,256,Days,256,Days,56,60,287.44,531.79,574.88,392.44,726.05,784.88,423.69,783.86,847.38,492.44,911.06,984.88
Travel Insuranz,Classic,257,Days,257,Days,56,60,287.44,531.79,574.88,392.44,726.05,784.88,423.69,783.86,847.38,492.44,911.06,984.88
Travel Insuranz,Classic,258,Days,258,Days,56,60,287.44,531.79,574.88,392.44,726.05,784.88,423.69,783.86,847.38,492.44,911.06,984.88
Travel Insuranz,Classic,259,Days,259,Days,56,60,287.44,531.79,574.88,392.44,726.05,784.88,423.69,783.86,847.38,492.44,911.06,984.88
Travel Insuranz,Classic,260,Days,260,Days,56,60,287.44,531.79,574.88,392.44,726.05,784.88,423.69,783.86,847.38,492.44,911.06,984.88
Travel Insuranz,Classic,261,Days,261,Days,56,60,293.69,543.35,587.38,401.19,742.24,802.38,433.69,802.37,867.38,502.44,929.56,1004.88
Travel Insuranz,Classic,262,Days,262,Days,56,60,293.69,543.35,587.38,401.19,742.24,802.38,433.69,802.37,867.38,502.44,929.56,1004.88
Travel Insuranz,Classic,263,Days,263,Days,56,60,293.69,543.35,587.38,401.19,742.24,802.38,433.69,802.37,867.38,502.44,929.56,1004.88
Travel Insuranz,Classic,264,Days,264,Days,56,60,293.69,543.35,587.38,401.19,742.24,802.38,433.69,802.37,867.38,502.44,929.56,1004.88
Travel Insuranz,Classic,265,Days,265,Days,56,60,293.69,543.35,587.38,401.19,742.24,802.38,433.69,802.37,867.38,502.44,929.56,1004.88
Travel Insuranz,Classic,266,Days,266,Days,56,60,293.69,543.35,587.38,401.19,742.24,802.38,433.69,802.37,867.38,502.44,929.56,1004.88
Travel Insuranz,Classic,267,Days,267,Days,56,60,293.69,543.35,587.38,401.19,742.24,802.38,433.69,802.37,867.38,502.44,929.56,1004.88
Travel Insuranz,Classic,268,Days,268,Days,56,60,298.69,552.60,597.38,409.94,758.43,819.88,442.44,818.55,884.88,512.44,948.06,1024.88
Travel Insuranz,Classic,269,Days,269,Days,56,60,298.69,552.60,597.38,409.94,758.43,819.88,442.44,818.55,884.88,512.44,948.06,1024.88
Travel Insuranz,Classic,270,Days,270,Days,56,60,298.69,552.60,597.38,409.94,758.43,819.88,442.44,818.55,884.88,512.44,948.06,1024.88
Travel Insuranz,Classic,271,Days,271,Days,56,60,298.69,552.60,597.38,409.94,758.43,819.88,442.44,818.55,884.88,512.44,948.06,1024.88
Travel Insuranz,Classic,272,Days,272,Days,56,60,298.69,552.60,597.38,409.94,758.43,819.88,442.44,818.55,884.88,512.44,948.06,1024.88
Travel Insuranz,Classic,273,Days,273,Days,56,60,298.69,552.60,597.38,409.94,758.43,819.88,442.44,818.55,884.88,512.44,948.06,1024.88
Travel Insuranz,Classic,274,Days,274,Days,56,60,298.69,552.60,597.38,409.94,758.43,819.88,442.44,818.55,884.88,512.44,948.06,1024.88
Travel Insuranz,Classic,275,Days,275,Days,56,60,304.94,564.16,609.88,417.44,772.30,834.88,451.19,834.74,902.38,523.69,968.87,1047.38
Travel Insuranz,Classic,276,Days,276,Days,56,60,304.94,564.16,609.88,417.44,772.30,834.88,451.19,834.74,902.38,523.69,968.87,1047.38
Travel Insuranz,Classic,277,Days,277,Days,56,60,304.94,564.16,609.88,417.44,772.30,834.88,451.19,834.74,902.38,523.69,968.87,1047.38
Travel Insuranz,Classic,278,Days,278,Days,56,60,304.94,564.16,609.88,417.44,772.30,834.88,451.19,834.74,902.38,523.69,968.87,1047.38
Travel Insuranz,Classic,279,Days,279,Days,56,60,304.94,564.16,609.88,417.44,772.30,834.88,451.19,834.74,902.38,523.69,968.87,1047.38
Travel Insuranz,Classic,280,Days,280,Days,56,60,304.94,564.16,609.88,417.44,772.30,834.88,451.19,834.74,902.38,523.69,968.87,1047.38
Travel Insuranz,Classic,281,Days,281,Days,56,60,304.94,564.16,609.88,417.44,772.30,834.88,451.19,834.74,902.38,523.69,968.87,1047.38
Travel Insuranz,Classic,282,Days,282,Days,56,60,311.19,575.73,622.38,426.19,788.49,852.38,459.94,850.93,919.88,533.69,987.38,1067.38
Travel Insuranz,Classic,283,Days,283,Days,56,60,311.19,575.73,622.38,426.19,788.49,852.38,459.94,850.93,919.88,533.69,987.38,1067.38
Travel Insuranz,Classic,284,Days,284,Days,56,60,311.19,575.73,622.38,426.19,788.49,852.38,459.94,850.93,919.88,533.69,987.38,1067.38
Travel Insuranz,Classic,285,Days,285,Days,56,60,311.19,575.73,622.38,426.19,788.49,852.38,459.94,850.93,919.88,533.69,987.38,1067.38
Travel Insuranz,Classic,286,Days,286,Days,56,60,311.19,575.73,622.38,426.19,788.49,852.38,459.94,850.93,919.88,533.69,987.38,1067.38
Travel Insuranz,Classic,287,Days,287,Days,56,60,311.19,575.73,622.38,426.19,788.49,852.38,459.94,850.93,919.88,533.69,987.38,1067.38
Travel Insuranz,Classic,288,Days,288,Days,56,60,311.19,575.73,622.38,426.19,788.49,852.38,459.94,850.93,919.88,533.69,987.38,1067.38
Travel Insuranz,Classic,289,Days,289,Days,56,60,317.44,587.29,634.88,433.69,802.37,867.38,468.69,867.12,937.38,543.69,1005.88,1087.38
Travel Insuranz,Classic,290,Days,290,Days,56,60,317.44,587.29,634.88,433.69,802.37,867.38,468.69,867.12,937.38,543.69,1005.88,1087.38
Travel Insuranz,Classic,291,Days,291,Days,56,60,317.44,587.29,634.88,433.69,802.37,867.38,468.69,867.12,937.38,543.69,1005.88,1087.38
Travel Insuranz,Classic,292,Days,292,Days,56,60,317.44,587.29,634.88,433.69,802.37,867.38,468.69,867.12,937.38,543.69,1005.88,1087.38
Travel Insuranz,Classic,293,Days,293,Days,56,60,317.44,587.29,634.88,433.69,802.37,867.38,468.69,867.12,937.38,543.69,1005.88,1087.38
Travel Insuranz,Classic,294,Days,294,Days,56,60,317.44,587.29,634.88,433.69,802.37,867.38,468.69,867.12,937.38,543.69,1005.88,1087.38
Travel Insuranz,Classic,295,Days,295,Days,56,60,317.44,587.29,634.88,433.69,802.37,867.38,468.69,867.12,937.38,543.69,1005.88,1087.38
Travel Insuranz,Classic,296,Days,296,Days,56,60,323.69,598.85,647.38,443.69,820.87,887.38,478.69,885.62,957.38,554.94,1026.69,1109.88
Travel Insuranz,Classic,297,Days,297,Days,56,60,323.69,598.85,647.38,443.69,820.87,887.38,478.69,885.62,957.38,554.94,1026.69,1109.88
Travel Insuranz,Classic,298,Days,298,Days,56,60,323.69,598.85,647.38,443.69,820.87,887.38,478.69,885.62,957.38,554.94,1026.69,1109.88
Travel Insuranz,Classic,299,Days,299,Days,56,60,323.69,598.85,647.38,443.69,820.87,887.38,478.69,885.62,957.38,554.94,1026.69,1109.88
Travel Insuranz,Classic,300,Days,300,Days,56,60,323.69,598.85,647.38,443.69,820.87,887.38,478.69,885.62,957.38,554.94,1026.69,1109.88
Travel Insuranz,Classic,301,Days,301,Days,56,60,323.69,598.85,647.38,443.69,820.87,887.38,478.69,885.62,957.38,554.94,1026.69,1109.88
Travel Insuranz,Classic,302,Days,302,Days,56,60,323.69,598.85,647.38,443.69,820.87,887.38,478.69,885.62,957.38,554.94,1026.69,1109.88
Travel Insuranz,Classic,303,Days,303,Days,56,60,329.94,610.42,659.88,451.19,834.74,902.38,487.44,901.81,974.88,564.94,1045.19,1129.88
Travel Insuranz,Classic,304,Days,304,Days,56,60,329.94,610.42,659.88,451.19,834.74,902.38,487.44,901.81,974.88,564.94,1045.19,1129.88
Travel Insuranz,Classic,305,Days,305,Days,56,60,329.94,610.42,659.88,451.19,834.74,902.38,487.44,901.81,974.88,564.94,1045.19,1129.88
Travel Insuranz,Classic,306,Days,306,Days,56,60,329.94,610.42,659.88,451.19,834.74,902.38,487.44,901.81,974.88,564.94,1045.19,1129.88
Travel Insuranz,Classic,307,Days,307,Days,56,60,329.94,610.42,659.88,451.19,834.74,902.38,487.44,901.81,974.88,564.94,1045.19,1129.88
Travel Insuranz,Classic,308,Days,308,Days,56,60,329.94,610.42,659.88,451.19,834.74,902.38,487.44,901.81,974.88,564.94,1045.19,1129.88
Travel Insuranz,Classic,309,Days,309,Days,56,60,329.94,610.42,659.88,451.19,834.74,902.38,487.44,901.81,974.88,564.94,1045.19,1129.88
Travel Insuranz,Classic,310,Days,310,Days,56,60,336.19,621.98,672.38,459.94,850.93,919.88,496.19,918.00,992.38,574.94,1063.69,1149.88
Travel Insuranz,Classic,311,Days,311,Days,56,60,336.19,621.98,672.38,459.94,850.93,919.88,496.19,918.00,992.38,574.94,1063.69,1149.88
Travel Insuranz,Classic,312,Days,312,Days,56,60,336.19,621.98,672.38,459.94,850.93,919.88,496.19,918.00,992.38,574.94,1063.69,1149.88
Travel Insuranz,Classic,313,Days,313,Days,56,60,336.19,621.98,672.38,459.94,850.93,919.88,496.19,918.00,992.38,574.94,1063.69,1149.88
Travel Insuranz,Classic,314,Days,314,Days,56,60,336.19,621.98,672.38,459.94,850.93,919.88,496.19,918.00,992.38,574.94,1063.69,1149.88
Travel Insuranz,Classic,315,Days,315,Days,56,60,336.19,621.98,672.38,459.94,850.93,919.88,496.19,918.00,992.38,574.94,1063.69,1149.88
Travel Insuranz,Classic,316,Days,316,Days,56,60,336.19,621.98,672.38,459.94,850.93,919.88,496.19,918.00,992.38,574.94,1063.69,1149.88
Travel Insuranz,Classic,317,Days,317,Days,56,60,342.44,633.54,684.88,467.44,864.81,934.88,504.94,934.18,1009.88,584.94,1082.19,1169.88
Travel Insuranz,Classic,318,Days,318,Days,56,60,342.44,633.54,684.88,467.44,864.81,934.88,504.94,934.18,1009.88,584.94,1082.19,1169.88
Travel Insuranz,Classic,319,Days,319,Days,56,60,342.44,633.54,684.88,467.44,864.81,934.88,504.94,934.18,1009.88,584.94,1082.19,1169.88
Travel Insuranz,Classic,320,Days,320,Days,56,60,342.44,633.54,684.88,467.44,864.81,934.88,504.94,934.18,1009.88,584.94,1082.19,1169.88
Travel Insuranz,Classic,321,Days,321,Days,56,60,342.44,633.54,684.88,467.44,864.81,934.88,504.94,934.18,1009.88,584.94,1082.19,1169.88
Travel Insuranz,Classic,322,Days,322,Days,56,60,342.44,633.54,684.88,467.44,864.81,934.88,504.94,934.18,1009.88,584.94,1082.19,1169.88
Travel Insuranz,Classic,323,Days,323,Days,56,60,342.44,633.54,684.88,467.44,864.81,934.88,504.94,934.18,1009.88,584.94,1082.19,1169.88
Travel Insuranz,Classic,324,Days,324,Days,56,60,348.69,645.11,697.38,476.19,880.99,952.38,513.69,950.37,1027.38,596.19,1103.01,1192.38
Travel Insuranz,Classic,325,Days,325,Days,56,60,348.69,645.11,697.38,476.19,880.99,952.38,513.69,950.37,1027.38,596.19,1103.01,1192.38
Travel Insuranz,Classic,326,Days,326,Days,56,60,348.69,645.11,697.38,476.19,880.99,952.38,513.69,950.37,1027.38,596.19,1103.01,1192.38
Travel Insuranz,Classic,327,Days,327,Days,56,60,348.69,645.11,697.38,476.19,880.99,952.38,513.69,950.37,1027.38,596.19,1103.01,1192.38
Travel Insuranz,Classic,328,Days,328,Days,56,60,348.69,645.11,697.38,476.19,880.99,952.38,513.69,950.37,1027.38,596.19,1103.01,1192.38
