POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,21,days,21,days,18,49,199.57,399.15,399.15,150.65,301.29,301.29,128.11,256.22,256.22,105.42,210.85,210.85,99.81,199.61,199.61,110.4,220.8,220.8
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,22,days,22,days,18,49,203.79,407.59,407.59,154.52,309.05,309.05,132.06,264.12,264.12,108.22,216.43,216.43,101.17,202.35,202.35,111.9,223.8,223.8
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,23,days,23,days,18,49,209.43,418.86,418.86,158.37,316.74,316.74,134.7,269.4,269.4,109.62,219.25,219.25,104,207.99,207.99,115.01,230.02,230.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,24,days,24,days,18,49,213.63,427.26,427.26,162.25,324.5,324.5,138.67,277.34,277.34,112.44,224.87,224.87,105.42,210.85,210.85,116.61,233.21,233.21
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,25,days,25,days,18,49,217.84,435.68,435.68,166.1,332.2,332.2,139.98,279.95,279.95,115.26,230.52,230.52,109.62,219.25,219.25,121.22,242.44,242.44
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,26,days,26,days,18,49,222.05,444.1,444.1,169.98,339.95,339.95,143.93,287.87,287.87,116.66,233.31,233.31,112.44,224.87,224.87,124.35,248.7,248.7
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,27,days,27,days,18,49,229.08,458.17,458.17,173.81,347.63,347.63,146.61,293.21,293.21,119.48,238.96,238.96,115.26,230.52,230.52,127.46,254.92,254.92
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,28,days,28,days,18,49,236.11,472.21,472.21,177.69,355.38,355.38,150.56,301.11,301.11,120.88,241.75,241.75,116.66,233.31,233.31,129.02,258.05,258.05
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,29,days,29,days,18,49,241.75,483.5,483.5,184.12,368.24,368.24,154.52,309.05,309.05,125.09,250.17,250.17,120.88,241.75,241.75,133.68,267.36,267.36
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,30,days,30,days,18,49,248.77,497.55,497.55,187.98,375.96,375.96,158.46,316.92,316.92,127.9,255.8,255.8,123.65,247.3,247.3,136.77,273.54,273.54
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,31,days,31,days,18,49,255.79,511.58,511.58,194.44,388.88,388.88,162.44,324.88,324.88,132.11,264.22,264.22,125.09,250.17,250.17,138.34,276.68,276.68
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,32,days,32,days,18,49,261.42,522.85,522.85,198.28,396.56,396.56,166.38,332.76,332.76,133.52,267.03,267.03,129.32,258.63,258.63,143.01,286.02,286.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,33,days,33,days,18,49,268.46,536.91,536.91,202.17,404.33,404.33,170.35,340.7,340.7,137.77,275.53,275.53,132.11,264.22,264.22,146.1,292.2,292.2
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,34,days,34,days,18,49,274.06,548.13,548.13,208.58,417.15,417.15,174.32,348.63,348.63,140.54,281.08,281.08,133.52,267.03,267.03,147.67,295.34,295.34
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,35,days,41,days,18,49,326.07,652.13,652.13,260.11,520.22,520.22,219.22,438.43,438.43,184.11,368.22,368.22,177.07,354.14,354.14,195.82,391.64,391.64
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,42,days,48,days,18,49,358.41,716.82,716.82,283.27,566.53,566.53,248.29,496.59,496.59,200.99,401.98,401.98,196.76,393.52,393.52,217.59,435.18,435.18
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,49,days,55,days,18,49,410.4,820.8,820.8,312.9,625.79,625.79,266.78,533.56,533.56,222.05,444.1,444.1,213.63,427.26,427.26,236.24,472.48,472.48
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,56,days,62,days,18,49,432.89,865.77,865.77,330.92,661.84,661.84,290.54,581.08,581.08,245.96,491.92,491.92,237.53,475.06,475.06,262.7,525.41,525.41
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,63,days,69,days,18,49,473.64,947.28,947.28,360.51,721.02,721.02,316.96,633.93,633.93,261.42,522.85,522.85,248.77,497.55,497.55,275.13,550.26,550.26
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,70,days,76,days,18,49,521.43,1042.86,1042.86,372.12,744.25,744.25,349.96,699.92,699.92,288.11,576.22,576.22,276.9,553.79,553.79,306.23,612.46,612.46
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,77,days,83,days,18,49,529.86,1059.72,1059.72,379.84,759.68,759.68,357.9,715.79,715.79,309.21,618.42,618.42,296.56,593.12,593.12,327.98,655.96,655.96
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,84,days,90,days,18,49,534.06,1068.12,1068.12,383.72,767.43,767.43,361.84,723.69,723.69,320.45,640.9,640.9,304.99,609.98,609.98,337.3,674.59,674.59
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,91,days,119,days,18,49,643.7,1287.41,1287.41,463.52,927.04,927.04,437.12,874.23,874.23,362.61,725.22,725.22,348.55,697.1,697.1,385.47,770.94,770.94
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,120,days,149,days,18,49,750.52,1501.05,1501.05,538.23,1076.46,1076.46,501.83,1003.66,1003.66,421.63,843.27,843.27,404.78,809.55,809.55,447.65,895.29,895.29
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,150,days,179,days,18,49,862.95,1725.9,1725.9,618.05,1236.11,1236.11,577.11,1154.22,1154.22,466.59,933.19,933.19,465.21,930.42,930.42,514.47,1028.94,1028.94
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,180,days,186,days,18,49,979.63,1959.25,1959.25,703.02,1406.04,1406.04,660.31,1320.62,1320.62,555.16,1110.32,1110.32,529.86,1059.72,1059.72,585.96,1171.93,1171.93
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,186,days,209,days,18,49,979.63,1959.25,1959.25,703.02,1406.04,1406.04,660.31,1320.62,1320.62,555.16,1110.32,1110.32,529.86,1059.72,1059.72,585.96,1171.93,1171.93
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,210,days,239,days,18,49,1079.36,2158.73,2158.73,772.57,1545.14,1545.14,725.03,1450.05,1450.05,611.37,1222.75,1222.75,586.06,1172.13,1172.13,648.14,1296.28,1296.28
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,240,days,269,days,18,49,1187.61,2375.22,2375.22,849.82,1699.64,1699.64,796.32,1592.64,1592.64,674.64,1349.28,1349.28,639.48,1278.97,1278.97,707.23,1414.46,1414.46
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,270,days,299,days,18,49,1288.8,2577.59,2577.59,923.2,1846.41,1846.41,855.76,1711.51,1711.51,726.63,1453.27,1453.27,691.49,1382.98,1382.98,764.72,1529.45,1529.45
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,300,days,329,days,18,49,1388.57,2777.14,2777.14,994.03,1988.07,1988.07,921.8,1843.59,1843.59,787.06,1574.11,1574.11,750.52,1501.05,1501.05,830.02,1660.04,1660.04
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,330,days,366,days,18,49,1465.87,2931.75,2931.75,1053.26,2106.52,2106.52,973.31,1946.62,1946.62,832.04,1664.07,1664.07,795.48,1590.95,1590.95,879.72,1759.44,1759.44
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,1,days,2,days,50,59,48.14,96.27,96.27,40.95,81.9,81.9,36.79,73.58,73.58,35.79,71.58,71.58,33.58,67.15,67.15,40.19,80.39,80.39
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,3,days,3,days,50,59,66.04,132.08,132.08,53.79,107.58,107.58,48.61,97.22,97.22,48.14,96.27,96.27,45.16,90.32,90.32,54.09,108.18,108.18
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,4,days,4,days,50,59,82.57,165.13,165.13,66.58,133.16,133.16,60.41,120.83,120.83,61.91,123.82,123.82,49.05,98.1,98.1,58.76,117.52,117.52
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,5,days,5,days,50,59,94.93,189.87,189.87,79.4,158.8,158.8,68.29,136.58,136.58,66.04,132.08,132.08,50.36,100.71,100.71,60.3,120.59,120.59
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,6,days,6,days,50,59,107.29,214.58,214.58,88.36,176.73,176.73,78.82,157.64,157.64,70.14,140.28,140.28,54.2,108.41,108.41,64.93,129.86,129.86
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,7,days,7,days,50,59,114.18,228.37,228.37,92.19,184.38,184.38,81.42,162.84,162.84,71.53,143.07,143.07,55.5,111,111,66.49,132.98,132.98
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,8,days,8,days,50,59,107.29,214.58,214.58,98.6,197.2,197.2,85.38,170.76,170.76,74.31,148.62,148.62,61.59,123.18,123.18,69.55,139.11,139.11
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,9,days,9,days,50,59,112.82,225.64,225.64,102.43,204.86,204.86,89.3,178.6,178.6,75.67,151.35,151.35,62.95,125.91,125.91,71.1,142.21,142.21
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,10,days,10,days,50,59,118.32,236.65,236.65,106.28,212.56,212.56,93.26,186.51,186.51,78.42,156.83,156.83,64.35,128.7,128.7,72.66,145.33,145.33
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,11,days,11,days,50,59,127.9,255.8,255.8,112.69,225.38,225.38,97.19,194.37,194.37,81.53,163.06,163.06,68.87,137.75,137.75,75.75,151.5,151.5
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,12,days,12,days,50,59,134.93,269.86,269.86,116.53,233.05,233.05,98.51,197.02,197.02,84.34,168.69,168.69,70.31,140.62,140.62,77.31,154.62,154.62
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,13,days,13,days,50,59,140.54,281.08,281.08,121.63,243.26,243.26,102.43,204.86,204.86,87.14,174.28,174.28,71.68,143.35,143.35,78.84,157.67,157.67
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,14,days,14,days,50,59,144.77,289.54,289.54,124.2,248.4,248.4,107.7,215.41,215.41,88.54,177.09,177.09,74.51,149.02,149.02,81.94,163.87,163.87
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,15,days,15,days,50,59,147.58,295.16,295.16,128.77,257.55,257.55,109.62,219.25,219.25,91.36,182.72,182.72,87.14,174.28,174.28,96.36,192.72,192.72
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,16,days,16,days,50,59,153.19,306.37,306.37,132.63,265.26,265.26,113.58,227.16,227.16,92.75,185.51,185.51,88.54,177.09,177.09,97.92,195.85,195.85
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,17,days,17,days,50,59,179.9,359.8,359.8,136.51,273.02,273.02,116.2,232.41,232.41,96.99,193.99,193.99,91.36,182.72,182.72,101.04,202.09,202.09
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,18,days,18,days,50,59,184.11,368.22,368.22,139.08,278.16,278.16,120.18,240.37,240.37,99.81,199.61,199.61,92.75,185.51,185.51,102.59,205.19,205.19
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,19,days,19,days,50,59,188.33,376.66,376.66,142.9,285.8,285.8,121.51,243.02,243.02,101.17,202.35,202.35,95.57,191.14,191.14,105.69,211.38,211.38
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,20,days,20,days,50,59,193.96,387.92,387.92,146.81,293.61,293.61,125.47,250.94,250.94,104,207.99,207.99,96.99,193.99,193.99,107.26,214.53,214.53
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,21,days,21,days,50,59,199.57,399.15,399.15,150.65,301.29,301.29,128.11,256.22,256.22,105.42,210.85,210.85,99.81,199.61,199.61,110.4,220.8,220.8
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,22,days,22,days,50,59,203.79,407.59,407.59,154.52,309.05,309.05,132.06,264.12,264.12,108.22,216.43,216.43,101.17,202.35,202.35,111.9,223.8,223.8
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,23,days,23,days,50,59,209.43,418.86,418.86,158.37,316.74,316.74,134.7,269.4,269.4,109.62,219.25,219.25,104,207.99,207.99,115.01,230.02,230.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,24,days,24,days,50,59,213.63,427.26,427.26,162.25,324.5,324.5,138.67,277.34,277.34,112.44,224.87,224.87,105.42,210.85,210.85,116.61,233.21,233.21
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,25,days,25,days,50,59,217.84,435.68,435.68,166.1,332.2,332.2,139.98,279.95,279.95,115.26,230.52,230.52,109.62,219.25,219.25,121.22,242.44,242.44
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,26,days,26,days,50,59,222.05,444.1,444.1,169.98,339.95,339.95,143.93,287.87,287.87,116.66,233.31,233.31,112.44,224.87,224.87,124.35,248.7,248.7
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,27,days,27,days,50,59,229.08,458.17,458.17,173.81,347.63,347.63,146.61,293.21,293.21,119.48,238.96,238.96,115.26,230.52,230.52,127.46,254.92,254.92
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,28,days,28,days,50,59,236.11,472.21,472.21,177.69,355.38,355.38,150.56,301.11,301.11,120.88,241.75,241.75,116.66,233.31,233.31,129.02,258.05,258.05
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,29,days,29,days,50,59,241.75,483.5,483.5,184.12,368.24,368.24,154.52,309.05,309.05,125.09,250.17,250.17,120.88,241.75,241.75,133.68,267.36,267.36
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,30,days,30,days,50,59,248.77,497.55,497.55,187.98,375.96,375.96,158.46,316.92,316.92,127.9,255.8,255.8,123.65,247.3,247.3,136.77,273.54,273.54
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,31,days,31,days,50,59,255.79,511.58,511.58,194.44,388.88,388.88,162.44,324.88,324.88,132.11,264.22,264.22,125.09,250.17,250.17,138.34,276.68,276.68
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,32,days,32,days,50,59,261.42,522.85,522.85,198.28,396.56,396.56,166.38,332.76,332.76,133.52,267.03,267.03,129.32,258.63,258.63,143.01,286.02,286.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,33,days,33,days,50,59,268.46,536.91,536.91,202.17,404.33,404.33,170.35,340.7,340.7,137.77,275.53,275.53,132.11,264.22,264.22,146.1,292.2,292.2
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,34,days,34,days,50,59,274.06,548.13,548.13,208.58,417.15,417.15,174.32,348.63,348.63,140.54,281.08,281.08,133.52,267.03,267.03,147.67,295.34,295.34
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,35,days,41,days,50,59,326.07,652.13,652.13,260.11,520.22,520.22,219.22,438.43,438.43,184.11,368.22,368.22,177.07,354.14,354.14,195.82,391.64,391.64
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,42,days,48,days,50,59,358.41,716.82,716.82,283.27,566.53,566.53,248.29,496.59,496.59,200.99,401.98,401.98,196.76,393.52,393.52,217.59,435.18,435.18
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,49,days,55,days,50,59,410.4,820.8,820.8,312.9,625.79,625.79,266.78,533.56,533.56,222.05,444.1,444.1,213.63,427.26,427.26,236.24,472.48,472.48
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,56,days,62,days,50,59,432.89,865.77,865.77,330.92,661.84,661.84,290.54,581.08,581.08,245.96,491.92,491.92,237.53,475.06,475.06,262.7,525.41,525.41
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,63,days,69,days,50,59,473.64,947.28,947.28,360.51,721.02,721.02,316.96,633.93,633.93,261.42,522.85,522.85,248.77,497.55,497.55,275.13,550.26,550.26
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,70,days,76,days,50,59,521.43,1042.86,1042.86,372.12,744.25,744.25,349.96,699.92,699.92,288.11,576.22,576.22,276.9,553.79,553.79,306.23,612.46,612.46
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,77,days,83,days,50,59,529.86,1059.72,1059.72,379.84,759.68,759.68,357.9,715.79,715.79,309.21,618.42,618.42,296.56,593.12,593.12,327.98,655.96,655.96
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,84,days,90,days,50,59,534.06,1068.12,1068.12,383.72,767.43,767.43,361.84,723.69,723.69,320.45,640.9,640.9,304.99,609.98,609.98,337.3,674.59,674.59
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,91,days,119,days,50,59,643.7,1287.41,1287.41,463.52,927.04,927.04,437.12,874.23,874.23,362.61,725.22,725.22,348.55,697.1,697.1,385.47,770.94,770.94
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,120,days,149,days,50,59,750.52,1501.05,1501.05,538.23,1076.46,1076.46,501.83,1003.66,1003.66,421.63,843.27,843.27,404.78,809.55,809.55,447.65,895.29,895.29
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,150,days,179,days,50,59,862.95,1725.9,1725.9,618.05,1236.11,1236.11,577.11,1154.22,1154.22,466.59,933.19,933.19,465.21,930.42,930.42,514.47,1028.94,1028.94
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,180,days,186,days,50,59,979.63,1959.25,1959.25,703.02,1406.04,1406.04,660.31,1320.62,1320.62,555.16,1110.32,1110.32,529.86,1059.72,1059.72,585.96,1171.93,1171.93
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,186,days,209,days,50,59,979.63,1959.25,1959.25,703.02,1406.04,1406.04,660.31,1320.62,1320.62,555.16,1110.32,1110.32,529.86,1059.72,1059.72,585.96,1171.93,1171.93
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,210,days,239,days,50,59,1079.36,2158.73,2158.73,772.57,1545.14,1545.14,725.03,1450.05,1450.05,611.37,1222.75,1222.75,586.06,1172.13,1172.13,648.14,1296.28,1296.28
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,240,days,269,days,50,59,1187.61,2375.22,2375.22,849.82,1699.64,1699.64,796.32,1592.64,1592.64,674.64,1349.28,1349.28,639.48,1278.97,1278.97,707.23,1414.46,1414.46
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,270,days,299,days,50,59,1288.8,2577.59,2577.59,923.2,1846.41,1846.41,855.76,1711.51,1711.51,726.63,1453.27,1453.27,691.49,1382.98,1382.98,764.72,1529.45,1529.45
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,300,days,329,days,50,59,1388.57,2777.14,2777.14,994.03,1988.07,1988.07,921.8,1843.59,1843.59,787.06,1574.11,1574.11,750.52,1501.05,1501.05,830.02,1660.04,1660.04
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,330,days,366,days,50,59,1465.87,2931.75,2931.75,1053.26,2106.52,2106.52,973.31,1946.62,1946.62,832.04,1664.07,1664.07,795.48,1590.95,1590.95,879.72,1759.44,1759.44
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,1,days,2,days,60,69,55.38,110.76,110.76,47.15,94.3,94.3,42.29,84.58,84.58,41.13,82.27,82.27,38.6,77.2,77.2,46.22,92.45,92.45
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,3,days,3,days,60,69,75.95,151.89,151.89,61.85,123.7,123.7,55.89,111.78,111.78,55.38,110.76,110.76,51.94,103.89,103.89,62.22,124.45,124.45
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,4,days,4,days,60,69,94.93,189.87,189.87,76.57,153.14,153.14,69.49,138.97,138.97,71.19,142.39,142.39,56.4,112.81,112.81,67.57,135.14,135.14
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,5,days,5,days,60,69,109.17,218.34,218.34,91.31,182.62,182.62,78.55,157.1,157.1,75.95,151.89,151.89,57.89,115.78,115.78,69.33,138.66,138.66
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,6,days,6,days,60,69,123.39,246.78,246.78,101.61,203.21,203.21,90.63,181.27,181.27,80.69,161.38,161.38,62.33,124.66,124.66,74.66,149.33,149.33
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,7,days,7,days,60,69,131.31,262.63,262.63,106.05,212.09,212.09,93.65,187.3,187.3,82.28,164.55,164.55,63.81,127.62,127.62,76.42,152.85,152.85
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,8,days,8,days,60,69,123.39,246.78,246.78,113.39,226.78,226.78,98.18,196.36,196.36,85.44,170.88,170.88,70.84,141.68,141.68,80.01,160.02,160.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,9,days,9,days,60,69,129.75,259.5,259.5,117.8,235.6,235.6,102.71,205.42,205.42,87.03,174.06,174.06,72.4,144.8,144.8,81.78,163.56,163.56
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,10,days,10,days,60,69,136.06,272.11,272.11,122.23,244.46,244.46,107.23,214.46,214.46,90.18,180.36,180.36,73.99,147.97,147.97,83.57,167.13,167.13
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,11,days,11,days,60,69,147.1,294.2,294.2,129.6,259.19,259.19,111.77,223.55,223.55,93.74,187.48,187.48,79.18,158.36,158.36,87.09,174.18,174.18
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,12,days,12,days,60,69,155.16,310.31,310.31,134.01,268.02,268.02,113.27,226.54,226.54,96.99,193.99,193.99,80.81,161.62,161.62,88.88,177.75,177.75
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,13,days,13,days,60,69,161.64,323.27,323.27,139.91,279.81,279.81,117.8,235.6,235.6,100.22,200.44,200.44,82.44,164.87,164.87,90.67,181.35,181.35
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,14,days,14,days,60,69,166.49,332.98,332.98,142.85,285.7,285.7,123.86,247.72,247.72,101.82,203.63,203.63,85.66,171.32,171.32,94.22,188.44,188.44
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,15,days,15,days,60,69,169.71,339.43,339.43,148.07,296.15,296.15,126.06,252.12,252.12,105.04,210.08,210.08,100.22,200.44,200.44,110.84,221.67,221.67
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,16,days,16,days,60,69,176.16,352.33,352.33,152.51,305.03,305.03,130.61,261.22,261.22,106.68,213.36,213.36,101.82,203.63,203.63,112.61,225.22,225.22
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,17,days,17,days,60,69,206.87,413.74,413.74,156.98,313.95,313.95,133.64,267.27,267.27,111.52,223.04,223.04,105.04,210.08,210.08,116.18,232.36,232.36
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,18,days,18,days,60,69,211.73,423.46,423.46,159.92,319.84,319.84,138.21,276.41,276.41,114.74,229.47,229.47,106.68,213.36,213.36,117.95,235.91,235.91
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,19,days,19,days,60,69,216.59,433.19,433.19,164.38,328.76,328.76,139.72,279.45,279.45,116.36,232.73,232.73,109.92,219.85,219.85,121.55,243.1,243.1
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,20,days,20,days,60,69,223.03,446.07,446.07,168.8,337.6,337.6,144.29,288.57,288.57,119.61,239.22,239.22,111.52,223.04,223.04,123.33,246.67,246.67
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,21,days,21,days,60,69,229.51,459.03,459.03,173.26,346.52,346.52,147.31,294.62,294.62,121.22,242.44,242.44,114.74,229.47,229.47,126.89,253.79,253.79
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,22,days,22,days,60,69,234.36,468.71,468.71,177.69,355.38,355.38,151.88,303.76,303.76,124.47,248.95,248.95,116.36,232.73,232.73,128.7,257.41,257.41
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,23,days,23,days,60,69,240.83,481.66,481.66,182.11,364.23,364.23,154.92,309.83,309.83,126.06,252.12,252.12,119.61,239.22,239.22,132.29,264.57,264.57
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,24,days,24,days,60,69,245.66,491.32,491.32,186.59,373.19,373.19,159.48,318.95,318.95,129.32,258.63,258.63,121.22,242.44,242.44,134.06,268.12,268.12
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,25,days,25,days,60,69,250.51,501.03,501.03,191.02,382.05,382.05,160.98,321.97,321.97,132.55,265.1,265.1,126.06,252.12,252.12,139.4,278.81,278.81
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,26,days,26,days,60,69,255.39,510.77,510.77,195.45,390.89,390.89,165.54,331.07,331.07,134.16,268.32,268.32,129.32,258.63,258.63,143.01,286.02,286.02
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,27,days,27,days,60,69,263.45,526.91,526.91,199.89,399.77,399.77,168.58,337.16,337.16,137.38,274.77,274.77,132.55,265.1,265.1,146.57,293.14,293.14
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,28,days,28,days,60,69,271.53,543.06,543.06,204.36,408.71,408.71,173.11,346.22,346.22,138.99,277.98,277.98,134.16,268.32,268.32,148.37,296.74,296.74
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,29,days,29,days,60,69,278,556,556,211.75,423.5,423.5,177.69,355.38,355.38,143.86,287.73,287.73,138.99,277.98,277.98,153.73,307.45,307.45
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,30,days,30,days,60,69,286.09,572.18,572.18,216.18,432.36,432.36,182.24,364.49,364.49,147.1,294.2,294.2,142.23,284.45,284.45,157.28,314.57,314.57
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,31,days,31,days,60,69,294.19,588.38,588.38,223.6,447.19,447.19,186.81,373.63,373.63,151.94,303.88,303.88,143.86,287.73,287.73,159.09,318.19,318.19
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,32,days,32,days,60,69,300.63,601.26,601.26,228.05,456.1,456.1,191.38,382.75,382.75,153.54,307.08,307.08,148.7,297.39,297.39,164.45,328.9,328.9
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,33,days,33,days,60,69,308.71,617.41,617.41,232.47,464.94,464.94,195.91,391.81,391.81,158.42,316.84,316.84,151.94,303.88,303.88,168.03,336.07,336.07
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,34,days,34,days,60,69,315.17,630.33,630.33,239.88,479.77,479.77,200.47,400.94,400.94,161.64,323.27,323.27,153.54,307.08,307.08,169.82,339.64,339.64
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,35,days,41,days,60,69,374.99,749.97,749.97,299.13,598.26,598.26,252.12,504.24,504.24,211.73,423.46,423.46,203.66,407.33,407.33,225.24,450.49,450.49
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,42,days,48,days,60,69,412.15,824.3,824.3,325.77,651.53,651.53,285.52,571.03,571.03,231.12,462.24,462.24,226.26,452.52,452.52,250.24,500.48,500.48
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,49,days,55,days,60,69,471.95,943.9,943.9,359.81,719.63,719.63,306.78,613.55,613.55,255.39,510.77,510.77,245.66,491.32,491.32,271.68,543.36,543.36
Real Insurance,Real Travel Insurance Comprehensive $0 Excess,56,days,62,days,60,69,497.81,995.62,995.62,380.57,761.14,761.14,334.11,668.23,668.23,282.86,565.73,565.73,273.16,546.32,546.32,302.08,604.16,604.16
