POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE DAYS,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,,,REGION 7,,,REGION 7,
Easy Travel Insurance,Budget Comprehensive $0 Excess,29,Days,35,Days,75,80,,,,,,,392.8,785.6,785.6,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,36,Days,42,Days,75,80,,,,,,,454.55,909.1,909.1,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,43,Days,49,Days,75,80,,,,,,,543.6,1087.2,1087.2,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,50,Days,56,Days,75,80,,,,,,,570.25,1140.5,1140.5,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,57,Days,63,Days,75,80,,,,,,,598.85,1197.7,1197.7,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,64,Days,70,Days,75,80,,,,,,,620.95,1241.9,1241.9,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,71,Days,91,Days,75,80,,,,,,,758.75,1517.5,1517.5,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,92,Days,122,Days,75,80,,,,,,,893.3,1786.6,1786.6,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,123,Days,152,Days,75,80,,,,,,,1014.85,2029.7,2029.7,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,153,Days,182,Days,75,80,,,,,,,1203.35,2406.7,2406.7,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,183,Days,213,Days,75,80,,,,,,,1349.6,2699.2,2699.2,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,214,Days,243,Days,75,80,,,,,,,1469.2,2938.4,2938.4,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,244,Days,274,Days,75,80,,,,,,,1621.3,3242.6,3242.6,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,275,Days,304,Days,75,80,,,,,,,1733.1,3466.2,3466.2,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,305,Days,334,Days,75,80,,,,,,,1878.7,3757.4,3757.4,,,,,,,,,,,,,,,
Easy Travel Insurance,Budget Comprehensive $0 Excess,335,Days,365,Days,75,80,,,,,,,1989.2,3978.4,3978.4,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,1,Days,5,Days,0,49,100.1,200.2,200.2,102.2,204.4,204.4,79.1,158.2,158.2,72.8,145.6,145.6,67.9,135.8,135.8,72.8,145.6,145.6,34.3,68.6,68.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,6,Days,8,Days,0,49,127.4,254.8,254.8,117.6,235.2,235.2,97.3,194.6,194.6,86.1,172.2,172.2,78.4,156.8,156.8,86.1,172.2,172.2,44.1,88.2,88.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,9,Days,11,Days,0,49,184.1,368.2,368.2,143.5,287,287,116.2,232.4,232.4,103.6,207.2,207.2,95.2,190.4,190.4,103.6,207.2,207.2,55.3,110.6,110.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,12,Days,14,Days,0,49,185.5,371,371,160.3,320.6,320.6,131.6,263.2,263.2,114.8,229.6,229.6,110.6,221.2,221.2,114.8,229.6,229.6,63,126,126,,,
Easy Travel Insurance,International Comprehensive $100 Excess,15,Days,17,Days,0,49,187.6,375.2,375.2,166.6,333.2,333.2,135.8,271.6,271.6,119,238,238,119,238,238,119,238,238,77.7,155.4,155.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,18,Days,20,Days,0,49,219.1,438.2,438.2,195.3,390.6,390.6,159.6,319.2,319.2,139.3,278.6,278.6,139.3,278.6,278.6,139.3,278.6,278.6,91,182,182,,,
Easy Travel Insurance,International Comprehensive $100 Excess,21,Days,23,Days,0,49,223.3,446.6,446.6,226.1,452.2,452.2,182.7,365.4,365.4,150.5,301,301,150.5,301,301,150.5,301,301,100.8,201.6,201.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,24,Days,26,Days,0,49,278.6,557.2,557.2,253.4,506.8,506.8,205.8,411.6,411.6,177.1,354.2,354.2,175.7,351.4,351.4,177.1,354.2,354.2,113.4,226.8,226.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,27,Days,29,Days,0,49,281.4,562.8,562.8,260.4,520.8,520.8,210,420,420,183.4,366.8,366.8,179.2,358.4,358.4,183.4,366.8,366.8,122.5,245,245,,,
Easy Travel Insurance,International Comprehensive $100 Excess,30,Days,32,Days,0,49,337.4,674.8,674.8,287,574,574,235.9,471.8,471.8,202.3,404.6,404.6,200.2,400.4,400.4,202.3,404.6,404.6,128.1,256.2,256.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,33,Days,35,Days,0,49,340.9,681.8,681.8,295.4,590.8,590.8,238,476,476,208.6,417.2,417.2,212.1,424.2,424.2,208.6,417.2,417.2,133,266,266,,,
Easy Travel Insurance,International Comprehensive $100 Excess,36,Days,38,Days,0,49,344.4,688.8,688.8,331.8,663.6,663.6,266.7,533.4,533.4,233.1,466.2,466.2,225.4,450.8,450.8,233.1,466.2,466.2,135.8,271.6,271.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,39,Days,42,Days,0,49,387.8,775.6,775.6,368.9,737.8,737.8,294.7,589.4,589.4,257.6,515.2,515.2,249.9,499.8,499.8,257.6,515.2,515.2,138.6,277.2,277.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,43,Days,45,Days,0,49,393.4,786.8,786.8,405.3,810.6,810.6,317.8,635.6,635.6,277.2,554.4,554.4,270.2,540.4,540.4,277.2,554.4,554.4,141.4,282.8,282.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,46,Days,49,Days,0,49,450.8,901.6,901.6,407.4,814.8,814.8,325.5,651,651,284.2,568.4,568.4,277.2,554.4,554.4,284.2,568.4,568.4,151.2,302.4,302.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,50,Days,56,Days,0,49,499.8,999.6,999.6,431.2,862.4,862.4,344.4,688.8,688.8,300.3,600.6,600.6,293.3,586.6,586.6,300.3,600.6,600.6,158.2,316.4,316.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,57,Days,63,Days,0,49,527.8,1055.6,1055.6,454.3,908.6,908.6,361.2,722.4,722.4,309.4,618.8,618.8,308.7,617.4,617.4,309.4,618.8,618.8,170.8,341.6,341.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,64,Days,70,Days,0,49,578.9,1157.8,1157.8,599.2,1198.4,1198.4,467.6,935.2,935.2,396.2,792.4,792.4,396.2,792.4,792.4,396.2,792.4,792.4,182,364,364,,,
Easy Travel Insurance,International Comprehensive $100 Excess,71,Days,91,Days,0,49,690.9,1381.8,1381.8,602,1204,1204,471.8,943.6,943.6,401.8,803.6,803.6,401.8,803.6,803.6,401.8,803.6,803.6,200.2,400.4,400.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,92,Days,119,Days,0,49,791,1582,1582,737.1,1474.2,1474.2,574.7,1149.4,1149.4,488.6,977.2,977.2,488.6,977.2,977.2,488.6,977.2,977.2,219.8,439.6,439.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,120,Days,154,Days,0,49,917.7,1835.4,1835.4,847.7,1695.4,1695.4,622.3,1244.6,1244.6,559.3,1118.6,1118.6,559.3,1118.6,1118.6,559.3,1118.6,1118.6,253.4,506.8,506.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,155,Days,182,Days,0,49,1058.4,2116.8,2116.8,973,1946,1946,742.7,1485.4,1485.4,667.8,1335.6,1335.6,667.8,1335.6,1335.6,667.8,1335.6,1335.6,278.6,557.2,557.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,183,Days,213,Days,0,49,1225,2450,2450,1123.5,2247,2247,859.6,1719.2,1719.2,752.5,1505,1505,752.5,1505,1505,752.5,1505,1505,324.8,649.6,649.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,214,Days,243,Days,0,49,1354.5,2709,2709,1248.1,2496.2,2496.2,955.5,1911,1911,799.4,1598.8,1598.8,799.4,1598.8,1598.8,799.4,1598.8,1598.8,389.2,778.4,778.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,244,Days,274,Days,0,49,1488.2,2976.4,2976.4,1392.3,2784.6,2784.6,1065.4,2130.8,2130.8,910.7,1821.4,1821.4,910.7,1821.4,1821.4,910.7,1821.4,1821.4,421.4,842.8,842.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,275,Days,304,Days,0,49,1584.8,3169.6,3169.6,1511.3,3022.6,3022.6,1112.3,2224.6,2224.6,975.1,1950.2,1950.2,975.1,1950.2,1950.2,975.1,1950.2,1950.2,453.6,907.2,907.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,305,Days,334,Days,0,49,1724.1,3448.2,3448.2,1631,3262,3262,1201.2,2402.4,2402.4,1059.8,2119.6,2119.6,1059.8,2119.6,2119.6,1059.8,2119.6,2119.6,501.2,1002.4,1002.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,335,Days,365,Days,0,49,1799.7,3599.4,3599.4,1705.2,3410.4,3410.4,1253,2506,2506,1123.5,2247,2247,1123.5,2247,2247,1123.5,2247,2247,565.6,1131.2,1131.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,1,Days,5,Days,50,59,112.7,225.4,225.4,119,238,238,91.7,183.4,183.4,79.8,159.6,159.6,79.8,159.6,159.6,79.8,159.6,159.6,34.3,68.6,68.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,6,Days,8,Days,50,59,142.8,285.6,285.6,136.5,273,273,106.4,212.8,212.8,91.7,183.4,183.4,91.7,183.4,183.4,91.7,183.4,183.4,44.1,88.2,88.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,9,Days,11,Days,50,59,202.3,404.6,404.6,165.9,331.8,331.8,128.8,257.6,257.6,111.3,222.6,222.6,111.3,222.6,222.6,111.3,222.6,222.6,55.3,110.6,110.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,12,Days,14,Days,50,59,205.8,411.6,411.6,189,378,378,148.4,296.8,296.8,128.8,257.6,257.6,126.7,253.4,253.4,128.8,257.6,257.6,63,126,126,,,
Easy Travel Insurance,International Comprehensive $100 Excess,15,Days,17,Days,50,59,210,420,420,192.5,385,385,156.1,312.2,312.2,136.5,273,273,128.8,257.6,257.6,136.5,273,273,77.7,155.4,155.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,18,Days,20,Days,50,59,244.3,488.6,488.6,226.1,452.2,452.2,183.4,366.8,366.8,160.3,320.6,320.6,152.6,305.2,305.2,160.3,320.6,320.6,91,182,182,,,
Easy Travel Insurance,International Comprehensive $100 Excess,21,Days,23,Days,50,59,249.9,499.8,499.8,261.1,522.2,522.2,207.2,414.4,414.4,172.9,345.8,345.8,165.2,330.4,330.4,172.9,345.8,345.8,100.8,201.6,201.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,24,Days,26,Days,50,59,312.2,624.4,624.4,298.9,597.8,597.8,233.8,467.6,467.6,203,406,406,193.9,387.8,387.8,203,406,406,113.4,226.8,226.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,27,Days,29,Days,50,59,316.4,632.8,632.8,300.3,600.6,600.6,240.1,480.2,480.2,209.3,418.6,418.6,203,406,406,209.3,418.6,418.6,122.5,245,245,,,
Easy Travel Insurance,International Comprehensive $100 Excess,30,Days,32,Days,50,59,371,742,742,337.4,674.8,674.8,266,532,532,231.7,463.4,463.4,227.5,455,455,231.7,463.4,463.4,128.1,256.2,256.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,33,Days,35,Days,50,59,379.4,758.8,758.8,340.9,681.8,681.8,268.8,537.6,537.6,235.2,470.4,470.4,231.7,463.4,463.4,235.2,470.4,470.4,133,266,266,,,
Easy Travel Insurance,International Comprehensive $100 Excess,36,Days,38,Days,50,59,385.7,771.4,771.4,382.9,765.8,765.8,298.9,597.8,597.8,260.4,520.8,520.8,260.4,520.8,520.8,260.4,520.8,520.8,135.8,271.6,271.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,39,Days,42,Days,50,59,438.9,877.8,877.8,424.9,849.8,849.8,331.1,662.2,662.2,288.4,576.8,576.8,288.4,576.8,576.8,288.4,576.8,576.8,138.6,277.2,277.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,43,Days,45,Days,50,59,441,882,882,464.1,928.2,928.2,362.6,725.2,725.2,315.7,631.4,631.4,312.2,624.4,624.4,315.7,631.4,631.4,141.4,282.8,282.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,46,Days,49,Days,50,59,504.7,1009.4,1009.4,469.7,939.4,939.4,366.1,732.2,732.2,319.9,639.8,639.8,319.9,639.8,639.8,319.9,639.8,639.8,151.2,302.4,302.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,50,Days,56,Days,50,59,560.7,1121.4,1121.4,497,994,994,387.8,775.6,775.6,338.8,677.6,677.6,338.8,677.6,677.6,338.8,677.6,677.6,158.2,316.4,316.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,57,Days,63,Days,50,59,590.8,1181.6,1181.6,523.6,1047.2,1047.2,409.5,819,819,356.3,712.6,712.6,356.3,712.6,712.6,356.3,712.6,712.6,170.8,341.6,341.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,64,Days,70,Days,50,59,648.9,1297.8,1297.8,683.2,1366.4,1366.4,539.7,1079.4,1079.4,455.7,911.4,911.4,455.7,911.4,911.4,455.7,911.4,911.4,182,364,364,,,
Easy Travel Insurance,International Comprehensive $100 Excess,71,Days,91,Days,50,59,772.8,1545.6,1545.6,693,1386,1386,543.9,1087.8,1087.8,463.4,926.8,926.8,463.4,926.8,926.8,463.4,926.8,926.8,200.2,400.4,400.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,92,Days,119,Days,50,59,884.8,1769.6,1769.6,847,1694,1694,660.8,1321.6,1321.6,561.4,1122.8,1122.8,561.4,1122.8,1122.8,561.4,1122.8,1122.8,219.8,439.6,439.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,120,Days,154,Days,50,59,1026.2,2052.4,2052.4,975.1,1950.2,1950.2,715.4,1430.8,1430.8,643.3,1286.6,1286.6,643.3,1286.6,1286.6,643.3,1286.6,1286.6,253.4,506.8,506.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,155,Days,182,Days,50,59,1185.1,2370.2,2370.2,1119.3,2238.6,2238.6,854,1708,1708,767.9,1535.8,1535.8,767.9,1535.8,1535.8,767.9,1535.8,1535.8,278.6,557.2,557.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,183,Days,213,Days,50,59,1370.6,2741.2,2741.2,1292.2,2584.4,2584.4,988.4,1976.8,1976.8,865.2,1730.4,1730.4,865.2,1730.4,1730.4,865.2,1730.4,1730.4,340.2,680.4,680.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,214,Days,243,Days,50,59,1515.5,3031,3031,1435.7,2871.4,2871.4,1099,2198,2198,919.1,1838.2,1838.2,919.1,1838.2,1838.2,919.1,1838.2,1838.2,407.4,814.8,814.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,244,Days,274,Days,50,59,1665.3,3330.6,3330.6,1601.6,3203.2,3203.2,1225,2450,2450,1047.9,2095.8,2095.8,1047.9,2095.8,2095.8,1047.9,2095.8,2095.8,441,882,882,,,
Easy Travel Insurance,International Comprehensive $100 Excess,275,Days,304,Days,50,59,1774.5,3549,3549,1738.1,3476.2,3476.2,1279.6,2559.2,2559.2,1121.4,2242.8,2242.8,1121.4,2242.8,2242.8,1121.4,2242.8,2242.8,474.6,949.2,949.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,305,Days,334,Days,50,59,1928.5,3857,3857,1875.3,3750.6,3750.6,1381.1,2762.2,2762.2,1218.7,2437.4,2437.4,1218.7,2437.4,2437.4,1218.7,2437.4,2437.4,525.7,1051.4,1051.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,335,Days,365,Days,50,59,2013.9,4027.8,4027.8,1960.7,3921.4,3921.4,1441.3,2882.6,2882.6,1292.2,2584.4,2584.4,1292.2,2584.4,2584.4,1292.2,2584.4,2584.4,592.9,1185.8,1185.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,1,Days,5,Days,60,64,136.5,273,273,135.1,270.2,270.2,104.3,208.6,208.6,91,182,182,91,182,182,91,182,182,44.1,88.2,88.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,6,Days,8,Days,60,64,172.2,344.4,344.4,155.4,310.8,310.8,121.1,242.2,242.2,104.3,208.6,208.6,104.3,208.6,208.6,104.3,208.6,208.6,51.1,102.2,102.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,9,Days,11,Days,60,64,241.5,483,483,189,378,378,146.3,292.6,292.6,126.7,253.4,253.4,126.7,253.4,253.4,126.7,253.4,253.4,57.4,114.8,114.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,12,Days,14,Days,60,64,244.3,488.6,488.6,218.4,436.8,436.8,168.7,337.4,337.4,146.3,292.6,292.6,143.5,287,287,146.3,292.6,292.6,67.2,134.4,134.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,15,Days,17,Days,60,64,248.5,497,497,226.1,452.2,452.2,176.4,352.8,352.8,154,308,308,154,308,308,154,308,308,80.5,161,161,,,
Easy Travel Insurance,International Comprehensive $100 Excess,18,Days,20,Days,60,64,287,574,574,256.2,512.4,512.4,207.2,414.4,414.4,180.6,361.2,361.2,172.9,345.8,345.8,180.6,361.2,361.2,95.2,190.4,190.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,21,Days,23,Days,60,64,294.7,589.4,589.4,296.1,592.2,592.2,237.3,474.6,474.6,195.3,390.6,390.6,187.6,375.2,375.2,195.3,390.6,390.6,102.2,204.4,204.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,24,Days,26,Days,60,64,354.2,708.4,708.4,340.9,681.8,681.8,265.3,530.6,530.6,231,462,462,231,462,462,231,462,462,116.9,233.8,233.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,27,Days,29,Days,60,64,364,728,728,348.6,697.2,697.2,273,546,546,238.7,477.4,477.4,238.7,477.4,477.4,238.7,477.4,477.4,124.6,249.2,249.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,30,Days,32,Days,60,64,435.4,870.8,870.8,379.4,758.8,758.8,301.7,603.4,603.4,263.2,526.4,526.4,263.2,526.4,526.4,263.2,526.4,526.4,130.2,260.4,260.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,33,Days,35,Days,60,64,438.9,877.8,877.8,386.4,772.8,772.8,308.7,617.4,617.4,268.8,537.6,537.6,270.9,541.8,541.8,268.8,537.6,537.6,135.8,271.6,271.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,36,Days,38,Days,60,64,443.1,886.2,886.2,434,868,868,338.8,677.6,677.6,295.4,590.8,590.8,295.4,590.8,590.8,295.4,590.8,590.8,142.1,284.2,284.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,39,Days,42,Days,60,64,514.5,1029,1029,481.6,963.2,963.2,382.9,765.8,765.8,327.6,655.2,655.2,327.6,655.2,655.2,327.6,655.2,655.2,158.2,316.4,316.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,43,Days,45,Days,60,64,520.1,1040.2,1040.2,526.4,1052.8,1052.8,413.7,827.4,827.4,363.3,726.6,726.6,363.3,726.6,726.6,363.3,726.6,726.6,167.3,334.6,334.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,46,Days,49,Days,60,64,583.1,1166.2,1166.2,531.3,1062.6,1062.6,415.1,830.2,830.2,371,742,742,371,742,742,371,742,742,173.6,347.2,347.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,50,Days,56,Days,60,64,645.4,1290.8,1290.8,562.8,1125.6,1125.6,439.6,879.2,879.2,384.3,768.6,768.6,384.3,768.6,768.6,384.3,768.6,768.6,188.3,376.6,376.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,57,Days,63,Days,60,64,679.7,1359.4,1359.4,592.9,1185.8,1185.8,464.1,928.2,928.2,403.9,807.8,807.8,403.9,807.8,807.8,403.9,807.8,807.8,198.1,396.2,396.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,64,Days,70,Days,60,64,748.3,1496.6,1496.6,776.3,1552.6,1552.6,616,1232,1232,525,1050,1050,525,1050,1050,525,1050,1050,219.8,439.6,439.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,71,Days,91,Days,60,64,891.1,1782.2,1782.2,784.7,1569.4,1569.4,623.7,1247.4,1247.4,532.7,1065.4,1065.4,579.6,1159.2,1159.2,532.7,1065.4,1065.4,236.6,473.2,473.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,92,Days,119,Days,60,64,1020.6,2041.2,2041.2,957.6,1915.2,1915.2,746.9,1493.8,1493.8,634.9,1269.8,1269.8,634.9,1269.8,1269.8,634.9,1269.8,1269.8,254.1,508.2,508.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,120,Days,154,Days,60,64,1183.7,2367.4,2367.4,1101.8,2203.6,2203.6,809.2,1618.4,1618.4,727.3,1454.6,1454.6,727.3,1454.6,1454.6,727.3,1454.6,1454.6,294,588,588,,,
Easy Travel Insurance,International Comprehensive $100 Excess,155,Days,182,Days,60,64,1367.1,2734.2,2734.2,1264.9,2529.8,2529.8,965.3,1930.6,1930.6,868,1736,1736,868,1736,1736,868,1736,1736,327.6,655.2,655.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,183,Days,213,Days,60,64,1581.3,3162.6,3162.6,1460.9,2921.8,2921.8,1117.9,2235.8,2235.8,977.9,1955.8,1955.8,977.9,1955.8,1955.8,977.9,1955.8,1955.8,344.4,688.8,688.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,214,Days,243,Days,60,64,1747.9,3495.8,3495.8,1622.6,3245.2,3245.2,1241.8,2483.6,2483.6,1038.8,2077.6,2077.6,1038.8,2077.6,2077.6,1038.8,2077.6,2077.6,412.3,824.6,824.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,244,Days,274,Days,60,64,1921.5,3843,3843,1810.2,3620.4,3620.4,1385.3,2770.6,2770.6,1184.4,2368.8,2368.8,1184.4,2368.8,2368.8,1184.4,2368.8,2368.8,445.9,891.8,891.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,275,Days,304,Days,60,64,2046.8,4093.6,4093.6,1964.2,3928.4,3928.4,1446.2,2892.4,2892.4,1267.7,2535.4,2535.4,1267.7,2535.4,2535.4,1267.7,2535.4,2535.4,479.5,959,959,,,
Easy Travel Insurance,International Comprehensive $100 Excess,305,Days,334,Days,60,64,2225.3,4450.6,4450.6,2119.6,4239.2,4239.2,1561.7,3123.4,3123.4,1377.6,2755.2,2755.2,1377.6,2755.2,2755.2,1377.6,2755.2,2755.2,529.9,1059.8,1059.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,335,Days,365,Days,60,64,2324,4648,4648,2216.2,4432.4,4432.4,1629.6,3259.2,3259.2,1460.9,2921.8,2921.8,1460.9,2921.8,2921.8,1460.9,2921.8,2921.8,597.1,1194.2,1194.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,1,Days,5,Days,65,69,136.5,273,273,135.1,270.2,270.2,104.3,208.6,208.6,91,182,182,91,182,182,91,182,182,51.1,102.2,102.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,6,Days,8,Days,65,69,172.2,344.4,344.4,155.4,310.8,310.8,121.1,242.2,242.2,104.3,208.6,208.6,104.3,208.6,208.6,104.3,208.6,208.6,58.8,117.6,117.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,9,Days,11,Days,65,69,241.5,483,483,189,378,378,146.3,292.6,292.6,126.7,253.4,253.4,126.7,253.4,253.4,126.7,253.4,253.4,60.9,121.8,121.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,12,Days,14,Days,65,69,244.3,488.6,488.6,218.4,436.8,436.8,168.7,337.4,337.4,146.3,292.6,292.6,146.3,292.6,292.6,146.3,292.6,292.6,77.7,155.4,155.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,15,Days,17,Days,65,69,248.5,497,497,226.1,452.2,452.2,176.4,352.8,352.8,154,308,308,161,322,322,154,308,308,91.7,183.4,183.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,18,Days,20,Days,65,69,287,574,574,256.2,512.4,512.4,207.2,414.4,414.4,180.6,361.2,361.2,172.9,345.8,345.8,180.6,361.2,361.2,102.2,204.4,204.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,21,Days,23,Days,65,69,294.7,589.4,589.4,296.1,592.2,592.2,237.3,474.6,474.6,195.3,390.6,390.6,187.6,375.2,375.2,195.3,390.6,390.6,113.4,226.8,226.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,24,Days,26,Days,65,69,354.2,708.4,708.4,340.9,681.8,681.8,265.3,530.6,530.6,231,462,462,231,462,462,231,462,462,124.6,249.2,249.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,27,Days,29,Days,65,69,364,728,728,348.6,697.2,697.2,273,546,546,238.7,477.4,477.4,238.7,477.4,477.4,238.7,477.4,477.4,128.8,257.6,257.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,30,Days,32,Days,65,69,435.4,870.8,870.8,379.4,758.8,758.8,301.7,603.4,603.4,263.2,526.4,526.4,263.2,526.4,526.4,263.2,526.4,526.4,147.7,295.4,295.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,33,Days,35,Days,65,69,438.9,877.8,877.8,386.4,772.8,772.8,308.7,617.4,617.4,268.8,537.6,537.6,270.9,541.8,541.8,268.8,537.6,537.6,158.9,317.8,317.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,36,Days,38,Days,65,69,443.1,886.2,886.2,434,868,868,338.8,677.6,677.6,295.4,590.8,590.8,295.4,590.8,590.8,295.4,590.8,590.8,166.6,333.2,333.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,39,Days,42,Days,65,69,514.5,1029,1029,481.6,963.2,963.2,382.9,765.8,765.8,327.6,655.2,655.2,327.6,655.2,655.2,327.6,655.2,655.2,185.5,371,371,,,
Easy Travel Insurance,International Comprehensive $100 Excess,43,Days,45,Days,65,69,520.1,1040.2,1040.2,526.4,1052.8,1052.8,413.7,827.4,827.4,363.3,726.6,726.6,363.3,726.6,726.6,363.3,726.6,726.6,196.7,393.4,393.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,46,Days,49,Days,65,69,583.1,1166.2,1166.2,531.3,1062.6,1062.6,415.1,830.2,830.2,371,742,742,371,742,742,371,742,742,204.4,408.8,408.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,50,Days,56,Days,65,69,645.4,1290.8,1290.8,562.8,1125.6,1125.6,439.6,879.2,879.2,384.3,768.6,768.6,384.3,768.6,768.6,384.3,768.6,768.6,219.8,439.6,439.6,,,
